soil_type,tillage_method,mulch_rate,depth,soil_water
Clay,Basin,10,900 mm,123.9349718
Clay,Plough,10,900 mm,125.4273338
Clay,Ripper,10,900 mm,127.3336458
Clay,Basin,10,900 mm,149.2057002
Clay,Plough,10,900 mm,152.7491603
Clay,Ripper,10,900 mm,152.1703433
Clay,Basin,10,900 mm,143.3418387
Clay,Plough,10,900 mm,154.9112637
Clay,Ripper,10,900 mm,149.9120994
Clay,Basin,10,900 mm,139.6104207
Clay,Plough,10,900 mm,139.8625502
Clay,Ripper,10,900 mm,143.3895251
Clay,Basin,10,900 mm,145.1323847
Clay,Plough,10,900 mm,137.6071805
Clay,Ripper,10,900 mm,143.5220207
