tillage_method,mulch_rate,depth,soil_water
Basins,2 mulch rate,600 mm,56.67353523
Basins,2 mulch rate,900 mm,118.7254546
Basins,2 mulch rate,900 mm,85.5194126
Basins,2 mulch rate,900 mm,126.0226833
Basins,2 mulch rate,900 mm,55.54309805
Basins,2 mulch rate,900 mm,60.61481094
Basins,2 mulch rate,900 mm,62.25970293
Basins,2 mulch rate,900 mm,110.8242247
Basins,2 mulch rate,900 mm,89.87383157
Basins,2 mulch rate,900 mm,102.7765808
Basins,2 mulch rate,900 mm,62.21981946
Basins,2 mulch rate,900 mm,65.20372873
Basins,2 mulch rate,900 mm,71.737183
Basins,2 mulch rate,900 mm,85.65056768
Basins,2 mulch rate,900 mm,97.93014152
Basins,2 mulch rate,900 mm,98.76677342
Basins,2 mulch rate,900 mm,50.97225782
Basins,2 mulch rate,900 mm,44.75476741
Basins,2 mulch rate,900 mm,85.12106856
Plough,2 mulch rate,300 mm,33.16266431
Plough,2 mulch rate,300 mm,28.24075658
Plough,2 mulch rate,300 mm,28.13032787
Plough,2 mulch rate,300 mm,42.22211538
Plough,2 mulch rate,300 mm,13.58320755
Plough,2 mulch rate,300 mm,11.34120937
Plough,2 mulch rate,300 mm,22.26132379
Plough,2 mulch rate,300 mm,29.22148541
Plough,2 mulch rate,300 mm,23.84626393
Plough,2 mulch rate,300 mm,25.50933283
Plough,2 mulch rate,300 mm,20.06603989
Plough,2 mulch rate,300 mm,11.04823285
Plough,2 mulch rate,300 mm,14.97015348
Plough,2 mulch rate,300 mm,28.0789525
Plough,2 mulch rate,300 mm,24.2892724
Plough,2 mulch rate,300 mm,21.50143678
Plough,2 mulch rate,300 mm,17.45170455
Plough,2 mulch rate,300 mm,30.66574122
Plough,2 mulch rate,300 mm,12.95992225
Plough,2 mulch rate,300 mm,16.4199576
Plough,2 mulch rate,300 mm,30.021875
Plough,2 mulch rate,600 mm,62.01417621
Plough,2 mulch rate,600 mm,56.01292407
Plough,2 mulch rate,600 mm,50.84971679
Plough,2 mulch rate,600 mm,76.98488694
Plough,2 mulch rate,600 mm,31.11574843
Plough,2 mulch rate,600 mm,27.34782182
Plough,2 mulch rate,600 mm,44.19435121
Plough,2 mulch rate,600 mm,54.43234067
Plough,2 mulch rate,600 mm,53.47553259
Plough,2 mulch rate,600 mm,52.50178445
Plough,2 mulch rate,600 mm,45.5663217
Plough,2 mulch rate,600 mm,27.44074135
Plough,2 mulch rate,600 mm,32.54789631
Plough,2 mulch rate,600 mm,47.69180297
Plough,2 mulch rate,600 mm,50.78184813
Plough,2 mulch rate,600 mm,48.45215621
Plough,2 mulch rate,600 mm,40.00722693
Plough,2 mulch rate,600 mm,63.42067316
Plough,2 mulch rate,600 mm,33.92059167
Plough,2 mulch rate,600 mm,35.49602702
Plough,2 mulch rate,600 mm,47.40491071
Plough,2 mulch rate,900 mm,89.88886157
Plough,2 mulch rate,900 mm,85.6577754
Plough,2 mulch rate,900 mm,118.1035859
Plough,2 mulch rate,900 mm,44.79703634
Plough,2 mulch rate,900 mm,55.37984296
Plough,2 mulch rate,900 mm,67.64546317
Plough,2 mulch rate,900 mm,101.6163904
Plough,2 mulch rate,900 mm,93.87005368
Plough,2 mulch rate,900 mm,86.76874874
Plough,2 mulch rate,900 mm,54.05483502
Plough,2 mulch rate,900 mm,58.55500594
Plough,2 mulch rate,900 mm,70.35658558
Plough,2 mulch rate,900 mm,74.09390449
Plough,2 mulch rate,900 mm,72.65198756
Plough,2 mulch rate,900 mm,108.0824769
Plough,2 mulch rate,900 mm,60.7610244
Plough,2 mulch rate,900 mm,66.58686525
Plough,2 mulch rate,900 mm,90.23362188
Ripper,2 mulch rate,300 mm,32.20580933
Ripper,2 mulch rate,300 mm,26.63086694
Ripper,2 mulch rate,300 mm,28.11219952
Ripper,2 mulch rate,300 mm,38.0512987
Ripper,2 mulch rate,300 mm,8.687864289
Ripper,2 mulch rate,300 mm,13.73915833
Ripper,2 mulch rate,300 mm,13.73915833
Ripper,2 mulch rate,300 mm,36.31989033
Ripper,2 mulch rate,300 mm,16.61787414
Ripper,2 mulch rate,300 mm,33.83387122
Ripper,2 mulch rate,300 mm,37.9476542
Ripper,2 mulch rate,300 mm,10.43417727
Ripper,2 mulch rate,300 mm,18.80479348
Ripper,2 mulch rate,300 mm,26.14264001
Ripper,2 mulch rate,300 mm,35.88019802
Ripper,2 mulch rate,300 mm,39.88512274
Ripper,2 mulch rate,300 mm,31.28783162
Ripper,2 mulch rate,300 mm,39.3747297
Ripper,2 mulch rate,300 mm,21.3289759
Ripper,2 mulch rate,300 mm,16.17865076
Ripper,2 mulch rate,300 mm,21.78264672
Ripper,2 mulch rate,600 mm,69.3313489
Ripper,2 mulch rate,600 mm,55.76999691
Ripper,2 mulch rate,600 mm,64.6704138
Ripper,2 mulch rate,600 mm,78.31751782
Ripper,2 mulch rate,600 mm,27.76374664
Ripper,2 mulch rate,600 mm,33.34042473
Ripper,2 mulch rate,600 mm,33.34042473
Ripper,2 mulch rate,600 mm,61.02558398
Ripper,2 mulch rate,600 mm,43.04368433
Ripper,2 mulch rate,600 mm,59.51438189
Ripper,2 mulch rate,600 mm,69.96846341
Ripper,2 mulch rate,600 mm,22.06267303
Ripper,2 mulch rate,600 mm,47.93663986
Ripper,2 mulch rate,600 mm,45.00201501
Ripper,2 mulch rate,600 mm,65.13325163
Ripper,2 mulch rate,600 mm,92.90312647
Ripper,2 mulch rate,600 mm,69.00911755
Ripper,2 mulch rate,600 mm,77.68998018
Ripper,2 mulch rate,600 mm,50.90301724
Ripper,2 mulch rate,600 mm,33.17637803
Ripper,2 mulch rate,600 mm,40.0168287
Ripper,2 mulch rate,900 mm,81.21010007
Ripper,2 mulch rate,900 mm,93.22621451
Ripper,2 mulch rate,900 mm,116.1631909
Ripper,2 mulch rate,900 mm,51.54644505
Ripper,2 mulch rate,900 mm,63.12141304
Ripper,2 mulch rate,900 mm,63.12141304
Ripper,2 mulch rate,900 mm,75.70564714
Ripper,2 mulch rate,900 mm,109.4966456
Ripper,2 mulch rate,900 mm,91.05908284
Ripper,2 mulch rate,900 mm,38.66368901
Ripper,2 mulch rate,900 mm,76.60654495
Ripper,2 mulch rate,900 mm,70.35495815
Ripper,2 mulch rate,900 mm,143.6520254
Ripper,2 mulch rate,900 mm,98.90155414
Ripper,2 mulch rate,900 mm,126.6197273
Ripper,2 mulch rate,900 mm,79.03967768
Ripper,2 mulch rate,900 mm,55.11516613
Ripper,2 mulch rate,900 mm,59.47054724
Basins,4 mulch rate,300 mm,30.15014275
Basins,4 mulch rate,300 mm,34.11836615
Basins,4 mulch rate,300 mm,31.10833333
Basins,4 mulch rate,300 mm,37.31060817
Basins,4 mulch rate,300 mm,8.40078125
Basins,4 mulch rate,300 mm,13.49839617
Basins,4 mulch rate,300 mm,10.39955631
Basins,4 mulch rate,300 mm,30.99837148
Basins,4 mulch rate,300 mm,39.23103484
Basins,4 mulch rate,300 mm,19.95954545
Basins,4 mulch rate,300 mm,28.26278195
Basins,4 mulch rate,300 mm,11.12201283
Basins,4 mulch rate,300 mm,17.56349462
Basins,4 mulch rate,300 mm,21.02235273
Basins,4 mulch rate,300 mm,44.41829428
Basins,4 mulch rate,300 mm,29.5725
Basins,4 mulch rate,300 mm,26.08563776
Basins,4 mulch rate,300 mm,37.7078972
Basins,4 mulch rate,300 mm,12.17527174
Basins,4 mulch rate,300 mm,11.81024874
Basins,4 mulch rate,300 mm,23.81715152
Basins,4 mulch rate,600 mm,49.62060752
Basins,4 mulch rate,600 mm,71.47388085
Basins,4 mulch rate,600 mm,52.03177083
Basins,4 mulch rate,600 mm,71.85616527
Basins,4 mulch rate,600 mm,27.26950556
Basins,4 mulch rate,600 mm,29.19666756
Basins,4 mulch rate,600 mm,29.75202525
Basins,4 mulch rate,600 mm,60.34418429
Basins,4 mulch rate,600 mm,68.899342
Basins,4 mulch rate,600 mm,37.74622071
Basins,4 mulch rate,600 mm,62.55564691
Basins,4 mulch rate,600 mm,30.03988117
Basins,4 mulch rate,600 mm,44.87785964
Basins,4 mulch rate,600 mm,36.6129163
Basins,4 mulch rate,600 mm,71.29343712
Basins,4 mulch rate,600 mm,58.33951188
Basins,4 mulch rate,600 mm,55.63827609
Basins,4 mulch rate,600 mm,69.74900149
Basins,4 mulch rate,600 mm,30.55813812
Basins,4 mulch rate,600 mm,32.75369237
Basins,4 mulch rate,600 mm,44.55482158
Basins,4 mulch rate,900 mm,111.4176656
Basins,4 mulch rate,900 mm,88.56790348
Basins,4 mulch rate,900 mm,114.1235791
Basins,4 mulch rate,900 mm,48.28048371
Basins,4 mulch rate,900 mm,58.17528194
Basins,4 mulch rate,900 mm,50.73656387
Basins,4 mulch rate,900 mm,106.0849041
Basins,4 mulch rate,900 mm,67.14682479
Basins,4 mulch rate,900 mm,101.2462434
Basins,4 mulch rate,900 mm,49.68339621
Basins,4 mulch rate,900 mm,76.12685338
Basins,4 mulch rate,900 mm,62.90911789
Basins,4 mulch rate,900 mm,82.24351679
Basins,4 mulch rate,900 mm,91.40210184
Basins,4 mulch rate,900 mm,100.2298083
Basins,4 mulch rate,900 mm,56.08006747
Basins,4 mulch rate,900 mm,60.78365477
Basins,4 mulch rate,900 mm,70.72117266
Plough,4 mulch rate,300 mm,25.86163957
Plough,4 mulch rate,300 mm,26.6755814
Plough,4 mulch rate,300 mm,19.89371364
Plough,4 mulch rate,300 mm,41.18099893
Plough,4 mulch rate,300 mm,9.753553137
Plough,4 mulch rate,300 mm,12.74961136
Plough,4 mulch rate,300 mm,29.07481539
Plough,4 mulch rate,300 mm,27.45115064
Plough,4 mulch rate,300 mm,27.48079487
Plough,4 mulch rate,300 mm,11.13879173
Plough,4 mulch rate,300 mm,32.82880855
Plough,4 mulch rate,300 mm,10.95559006
Plough,4 mulch rate,300 mm,13.40551181
Plough,4 mulch rate,300 mm,24.54181554
Plough,4 mulch rate,300 mm,37.62421487
Plough,4 mulch rate,300 mm,22.62028986
Plough,4 mulch rate,300 mm,25.1810559
Plough,4 mulch rate,300 mm,35.82458472
Plough,4 mulch rate,300 mm,7.833965728
Plough,4 mulch rate,300 mm,15.39081633
Plough,4 mulch rate,300 mm,18.11931212
Plough,4 mulch rate,600 mm,49.65927846
Plough,4 mulch rate,600 mm,50.750893
Plough,4 mulch rate,600 mm,40.64603507
Plough,4 mulch rate,600 mm,77.57824499
Plough,4 mulch rate,600 mm,24.17976868
Plough,4 mulch rate,600 mm,31.71457615
Plough,4 mulch rate,600 mm,57.03069854
Plough,4 mulch rate,600 mm,52.81934054
Plough,4 mulch rate,600 mm,57.81399986
Plough,4 mulch rate,600 mm,41.16691673
Plough,4 mulch rate,600 mm,62.17161096
Plough,4 mulch rate,600 mm,29.98120858
Plough,4 mulch rate,600 mm,36.66456354
Plough,4 mulch rate,600 mm,41.0533641
Plough,4 mulch rate,600 mm,71.80811302
Plough,4 mulch rate,600 mm,50.05642987
Plough,4 mulch rate,600 mm,55.63008774
Plough,4 mulch rate,600 mm,68.64742955
Plough,4 mulch rate,600 mm,28.10551516
Plough,4 mulch rate,600 mm,36.2192481
Plough,4 mulch rate,600 mm,49.80248602
Plough,4 mulch rate,900 mm,81.66741721
Plough,4 mulch rate,900 mm,67.75054306
Plough,4 mulch rate,900 mm,113.5330101
Plough,4 mulch rate,900 mm,43.05813808
Plough,4 mulch rate,900 mm,64.59789382
Plough,4 mulch rate,900 mm,82.20036081
Plough,4 mulch rate,900 mm,96.89905934
Plough,4 mulch rate,900 mm,81.8394513
Plough,4 mulch rate,900 mm,102.8591422
Plough,4 mulch rate,900 mm,53.03491063
Plough,4 mulch rate,900 mm,66.27259829
Plough,4 mulch rate,900 mm,60.9762356
Plough,4 mulch rate,900 mm,87.07470729
Plough,4 mulch rate,900 mm,81.74810566
Plough,4 mulch rate,900 mm,107.1418294
Plough,4 mulch rate,900 mm,52.76391204
Plough,4 mulch rate,900 mm,62.94047727
Plough,4 mulch rate,900 mm,91.56346575
Ripper,4 mulch rate,300 mm,40.23517633
Ripper,4 mulch rate,300 mm,37.99989589
Ripper,4 mulch rate,300 mm,18.71505682
Ripper,4 mulch rate,300 mm,33.56537132
Ripper,4 mulch rate,300 mm,8.514473684
Ripper,4 mulch rate,300 mm,17.60061237
Ripper,4 mulch rate,300 mm,21.62737012
Ripper,4 mulch rate,300 mm,30.34477153
Ripper,4 mulch rate,300 mm,22.60507087
Ripper,4 mulch rate,300 mm,16.88065881
Ripper,4 mulch rate,300 mm,37.10982305
Ripper,4 mulch rate,300 mm,8.114914695
Ripper,4 mulch rate,300 mm,18.78245581
Ripper,4 mulch rate,300 mm,23.18684211
Ripper,4 mulch rate,300 mm,41.84681642
Ripper,4 mulch rate,300 mm,37.02204446
Ripper,4 mulch rate,300 mm,46.89282429
Ripper,4 mulch rate,300 mm,34.80196573
Ripper,4 mulch rate,300 mm,18.30733865
Ripper,4 mulch rate,300 mm,19.47307551
Ripper,4 mulch rate,300 mm,24.70625902
Ripper,4 mulch rate,600 mm,70.46905732
Ripper,4 mulch rate,600 mm,72.68406069
Ripper,4 mulch rate,600 mm,51.26915303
Ripper,4 mulch rate,600 mm,69.02965704
Ripper,4 mulch rate,600 mm,23.89545824
Ripper,4 mulch rate,600 mm,40.71428339
Ripper,4 mulch rate,600 mm,42.57937012
Ripper,4 mulch rate,600 mm,60.21720335
Ripper,4 mulch rate,600 mm,47.60071669
Ripper,4 mulch rate,600 mm,42.58524385
Ripper,4 mulch rate,600 mm,71.27800487
Ripper,4 mulch rate,600 mm,23.57483024
Ripper,4 mulch rate,600 mm,43.218835
Ripper,4 mulch rate,600 mm,53.13139907
Ripper,4 mulch rate,600 mm,83.05899844
Ripper,4 mulch rate,600 mm,87.20990559
Ripper,4 mulch rate,600 mm,92.22282429
Ripper,4 mulch rate,600 mm,82.10753159
Ripper,4 mulch rate,600 mm,48.35501224
Ripper,4 mulch rate,600 mm,51.46339809
Ripper,4 mulch rate,600 mm,43.36200054
Ripper,4 mulch rate,900 mm,109.5565973
Ripper,4 mulch rate,900 mm,74.09217133
Ripper,4 mulch rate,900 mm,114.9109565
Ripper,4 mulch rate,900 mm,43.16999278
Ripper,4 mulch rate,900 mm,68.51806701
Ripper,4 mulch rate,900 mm,62.87474716
Ripper,4 mulch rate,900 mm,82.57981866
Ripper,4 mulch rate,900 mm,69.54036893
Ripper,4 mulch rate,900 mm,105.1971394
Ripper,4 mulch rate,900 mm,43.65667836
Ripper,4 mulch rate,900 mm,72.87138885
Ripper,4 mulch rate,900 mm,87.59413025
Ripper,4 mulch rate,900 mm,133.490456
Ripper,4 mulch rate,900 mm,159.6914247
Ripper,4 mulch rate,900 mm,139.5438754
Ripper,4 mulch rate,900 mm,99.34061961
Ripper,4 mulch rate,900 mm,104.7075147
Ripper,4 mulch rate,900 mm,64.28017386
Basins,8 mulch rate,300 mm,29.11701464
Basins,8 mulch rate,300 mm,33.21099025
Basins,8 mulch rate,300 mm,17.91512539
Basins,8 mulch rate,300 mm,36.00361799
Basins,8 mulch rate,300 mm,8.940769525
Basins,8 mulch rate,300 mm,15.53856804
Basins,8 mulch rate,300 mm,11.69744624
Basins,8 mulch rate,300 mm,40.09830116
Basins,8 mulch rate,300 mm,48.93764721
Basins,8 mulch rate,300 mm,20.8662644
Basins,8 mulch rate,300 mm,29.4489312
Basins,8 mulch rate,300 mm,13.02470914
Basins,8 mulch rate,300 mm,15.44834893
Basins,8 mulch rate,300 mm,34.26606583
Basins,8 mulch rate,300 mm,25.50657424
Basins,8 mulch rate,300 mm,17.02583763
Basins,8 mulch rate,300 mm,20.63874172
Basins,8 mulch rate,300 mm,30.68235978
Basins,8 mulch rate,300 mm,6.0215625
Basins,8 mulch rate,300 mm,17.16617074
Basins,8 mulch rate,300 mm,22.44163223
Basins,8 mulch rate,600 mm,57.51208853
Basins,8 mulch rate,600 mm,68.20116882
Basins,8 mulch rate,600 mm,41.69224083
Basins,8 mulch rate,600 mm,77.80037124
Basins,8 mulch rate,600 mm,28.42304801
Basins,8 mulch rate,600 mm,34.39531469
Basins,8 mulch rate,600 mm,25.95409517
Basins,8 mulch rate,600 mm,71.46200928
Basins,8 mulch rate,600 mm,88.17492848
Basins,8 mulch rate,600 mm,44.10929286
Basins,8 mulch rate,600 mm,62.4754312
Basins,8 mulch rate,600 mm,26.63905643
Basins,8 mulch rate,600 mm,34.48556354
Basins,8 mulch rate,600 mm,54.22667928
Basins,8 mulch rate,600 mm,53.74766467
Basins,8 mulch rate,600 mm,41.07326418
Basins,8 mulch rate,600 mm,47.77105304
Basins,8 mulch rate,600 mm,60.24339762
Basins,8 mulch rate,600 mm,25.82875721
Basins,8 mulch rate,600 mm,37.03783506
Basins,8 mulch rate,600 mm,41.32964593
Basins,8 mulch rate,900 mm,109.5290504
Basins,8 mulch rate,900 mm,76.59704451
Basins,8 mulch rate,900 mm,113.8640777
Basins,8 mulch rate,900 mm,51.9393843
Basins,8 mulch rate,900 mm,63.70585184
Basins,8 mulch rate,900 mm,44.92393213
Basins,8 mulch rate,900 mm,123.0248979
Basins,8 mulch rate,900 mm,76.85671391
Basins,8 mulch rate,900 mm,101.6677747
Basins,8 mulch rate,900 mm,52.67690404
Basins,8 mulch rate,900 mm,66.72400054
Basins,8 mulch rate,900 mm,70.10339672
Basins,8 mulch rate,900 mm,65.80593423
Basins,8 mulch rate,900 mm,79.50959393
Basins,8 mulch rate,900 mm,97.46383106
Basins,8 mulch rate,900 mm,42.05111572
Basins,8 mulch rate,900 mm,60.45893435
Basins,8 mulch rate,900 mm,68.36303502
Plough,8 mulch rate,300 mm,33.65300207
Plough,8 mulch rate,300 mm,31.8109143
Plough,8 mulch rate,300 mm,25.0953228
Plough,8 mulch rate,300 mm,45.81991285
Plough,8 mulch rate,300 mm,7.636849044
Plough,8 mulch rate,300 mm,15.83408157
Plough,8 mulch rate,300 mm,21.60631129
Plough,8 mulch rate,300 mm,34.18146998
Plough,8 mulch rate,300 mm,26.66794004
Plough,8 mulch rate,300 mm,23.32475962
Plough,8 mulch rate,300 mm,25.5828196
Plough,8 mulch rate,300 mm,10.73987603
Plough,8 mulch rate,300 mm,12.02368816
Plough,8 mulch rate,300 mm,31.25606061
Plough,8 mulch rate,300 mm,33.62375195
Plough,8 mulch rate,300 mm,23.02638889
Plough,8 mulch rate,300 mm,27.16609957
Plough,8 mulch rate,300 mm,32.82884725
Plough,8 mulch rate,300 mm,18.67537205
Plough,8 mulch rate,300 mm,17.03849184
Plough,8 mulch rate,300 mm,25.03195513
Plough,8 mulch rate,600 mm,59.59619013
Plough,8 mulch rate,600 mm,66.35089297
Plough,8 mulch rate,600 mm,63.05393025
Plough,8 mulch rate,600 mm,88.83523538
Plough,8 mulch rate,600 mm,22.34678975
Plough,8 mulch rate,600 mm,33.56995322
Plough,8 mulch rate,600 mm,46.69089961
Plough,8 mulch rate,600 mm,59.86321184
Plough,8 mulch rate,600 mm,54.14343755
Plough,8 mulch rate,600 mm,51.13685249
Plough,8 mulch rate,600 mm,55.49958107
Plough,8 mulch rate,600 mm,22.80559787
Plough,8 mulch rate,600 mm,26.83723799
Plough,8 mulch rate,600 mm,50.21047171
Plough,8 mulch rate,600 mm,69.55036773
Plough,8 mulch rate,600 mm,61.6692477
Plough,8 mulch rate,600 mm,57.77599309
Plough,8 mulch rate,600 mm,67.46750272
Plough,8 mulch rate,600 mm,35.40086224
Plough,8 mulch rate,600 mm,41.78136197
Plough,8 mulch rate,600 mm,44.96593508
Plough,8 mulch rate,900 mm,99.52513866
Plough,8 mulch rate,900 mm,107.2353237
Plough,8 mulch rate,900 mm,136.3667439
Plough,8 mulch rate,900 mm,45.6522024
Plough,8 mulch rate,900 mm,64.72028038
Plough,8 mulch rate,900 mm,84.10219992
Plough,8 mulch rate,900 mm,81.10306828
Plough,8 mulch rate,900 mm,80.55792081
Plough,8 mulch rate,900 mm,94.10596137
Plough,8 mulch rate,900 mm,40.33133231
Plough,8 mulch rate,900 mm,51.47626743
Plough,8 mulch rate,900 mm,74.0393707
Plough,8 mulch rate,900 mm,98.19085773
Plough,8 mulch rate,900 mm,89.41380168
Plough,8 mulch rate,900 mm,109.4559495
Plough,8 mulch rate,900 mm,67.81428251
Plough,8 mulch rate,900 mm,69.2851855
Plough,8 mulch rate,900 mm,86.7847034
Ripper,8 mulch rate,300 mm,36.62824836
Ripper,8 mulch rate,300 mm,29.02527786
Ripper,8 mulch rate,300 mm,22.02834448
Ripper,8 mulch rate,300 mm,34.04596913
Ripper,8 mulch rate,300 mm,13.50486866
Ripper,8 mulch rate,300 mm,12.90086207
Ripper,8 mulch rate,300 mm,21.15671296
Ripper,8 mulch rate,300 mm,29.19360508
Ripper,8 mulch rate,300 mm,35.40409769
Ripper,8 mulch rate,300 mm,20.65264633
Ripper,8 mulch rate,300 mm,31.95680681
Ripper,8 mulch rate,300 mm,6.531127039
Ripper,8 mulch rate,300 mm,17.65028986
Ripper,8 mulch rate,300 mm,36.81071429
Ripper,8 mulch rate,300 mm,40.28615396
Ripper,8 mulch rate,300 mm,22.61597665
Ripper,8 mulch rate,300 mm,32.40044872
Ripper,8 mulch rate,300 mm,25.87330084
Ripper,8 mulch rate,300 mm,10.17135735
Ripper,8 mulch rate,300 mm,12.76290678
Ripper,8 mulch rate,300 mm,14.71729013
Ripper,8 mulch rate,600 mm,65.51294227
Ripper,8 mulch rate,600 mm,66.3076362
Ripper,8 mulch rate,600 mm,44.7189233
Ripper,8 mulch rate,600 mm,68.21858452
Ripper,8 mulch rate,600 mm,28.02978247
Ripper,8 mulch rate,600 mm,30.14522966
Ripper,8 mulch rate,600 mm,41.03288943
Ripper,8 mulch rate,600 mm,56.5592008
Ripper,8 mulch rate,600 mm,68.26834715
Ripper,8 mulch rate,600 mm,48.13059908
Ripper,8 mulch rate,600 mm,62.17317509
Ripper,8 mulch rate,600 mm,22.5569022
Ripper,8 mulch rate,600 mm,45.14755176
Ripper,8 mulch rate,600 mm,52.32369386
Ripper,8 mulch rate,600 mm,75.95989595
Ripper,8 mulch rate,600 mm,54.50761388
Ripper,8 mulch rate,600 mm,64.49112539
Ripper,8 mulch rate,600 mm,53.1801248
Ripper,8 mulch rate,600 mm,32.17144181
Ripper,8 mulch rate,600 mm,30.05513368
Ripper,8 mulch rate,600 mm,51.21961439
Ripper,8 mulch rate,900 mm,103.754475
Ripper,8 mulch rate,900 mm,82.81980092
Ripper,8 mulch rate,900 mm,111.9834617
Ripper,8 mulch rate,900 mm,47.0337123
Ripper,8 mulch rate,900 mm,62.46797804
Ripper,8 mulch rate,900 mm,61.22282112
Ripper,8 mulch rate,900 mm,105.6231678
Ripper,8 mulch rate,900 mm,81.84331337
Ripper,8 mulch rate,900 mm,99.39943631
Ripper,8 mulch rate,900 mm,36.46509381
Ripper,8 mulch rate,900 mm,73.58817648
Ripper,8 mulch rate,900 mm,67.18247708
Ripper,8 mulch rate,900 mm,81.6135941
Ripper,8 mulch rate,900 mm,103.321199
Ripper,8 mulch rate,900 mm,93.35698754
Ripper,8 mulch rate,900 mm,58.4595601
Ripper,8 mulch rate,900 mm,53.2191316
Ripper,8 mulch rate,900 mm,89.49637471
Basins,10 mulch rate,300 mm,35.02323201
Basins,10 mulch rate,300 mm,31.83142458
Basins,10 mulch rate,300 mm,18.40709726
Basins,10 mulch rate,300 mm,38.90964912
Basins,10 mulch rate,300 mm,11.93891435
Basins,10 mulch rate,300 mm,17.31049475
Basins,10 mulch rate,300 mm,16.64883866
Basins,10 mulch rate,300 mm,37.88704545
Basins,10 mulch rate,300 mm,39.80463602
Basins,10 mulch rate,300 mm,19.27978927
Basins,10 mulch rate,300 mm,34.47604423
Basins,10 mulch rate,300 mm,8.786770692
Basins,10 mulch rate,300 mm,14.87526813
Basins,10 mulch rate,300 mm,28.00138889
Basins,10 mulch rate,300 mm,41.89821429
Basins,10 mulch rate,300 mm,30.20633655
Basins,10 mulch rate,300 mm,35.64903202
Basins,10 mulch rate,300 mm,50.7280303
Basins,10 mulch rate,300 mm,16.24552266
Basins,10 mulch rate,300 mm,14.89479055
Basins,10 mulch rate,300 mm,7.80722928
Basins,10 mulch rate,600 mm,72.57839074
Basins,10 mulch rate,600 mm,66.73436965
Basins,10 mulch rate,600 mm,39.13813175
Basins,10 mulch rate,600 mm,73.48948783
Basins,10 mulch rate,600 mm,25.54347255
Basins,10 mulch rate,600 mm,40.13865153
Basins,10 mulch rate,600 mm,37.86776207
Basins,10 mulch rate,600 mm,68.786239
Basins,10 mulch rate,600 mm,87.64441979
Basins,10 mulch rate,600 mm,40.97299841
Basins,10 mulch rate,600 mm,78.52827637
Basins,10 mulch rate,600 mm,22.77733592
Basins,10 mulch rate,600 mm,44.50176275
Basins,10 mulch rate,600 mm,44.9057914
Basins,10 mulch rate,600 mm,73.05509477
Basins,10 mulch rate,600 mm,60.01309331
Basins,10 mulch rate,600 mm,67.2735001
Basins,10 mulch rate,600 mm,98.37345928
Basins,10 mulch rate,600 mm,34.7456866
Basins,10 mulch rate,600 mm,37.19730916
Basins,10 mulch rate,600 mm,29.53517046
Basins,10 mulch rate,900 mm,112.9513475
Basins,10 mulch rate,900 mm,69.91252054
Basins,10 mulch rate,900 mm,115.4742283
Basins,10 mulch rate,900 mm,48.90355168
Basins,10 mulch rate,900 mm,75.00618634
Basins,10 mulch rate,900 mm,58.22376366
Basins,10 mulch rate,900 mm,135.6290482
Basins,10 mulch rate,900 mm,76.85613658
Basins,10 mulch rate,900 mm,121.7006204
Basins,10 mulch rate,900 mm,47.07681355
Basins,10 mulch rate,900 mm,80.50200765
Basins,10 mulch rate,900 mm,65.34036363
Basins,10 mulch rate,900 mm,93.17735332
Basins,10 mulch rate,900 mm,107.9072615
Basins,10 mulch rate,900 mm,148.3241021
Basins,10 mulch rate,900 mm,58.00211776
Basins,10 mulch rate,900 mm,65.93936257
Basins,10 mulch rate,900 mm,63.54263073
Plough,10 mulch rate,300 mm,39.65160065
Plough,10 mulch rate,300 mm,36.81942786
Plough,10 mulch rate,300 mm,22.44218166
Plough,10 mulch rate,300 mm,40.00059524
Plough,10 mulch rate,300 mm,13.9420443
Plough,10 mulch rate,300 mm,18.86364509
Plough,10 mulch rate,300 mm,16.05684357
Plough,10 mulch rate,300 mm,43.76293153
Plough,10 mulch rate,300 mm,25.39088431
Plough,10 mulch rate,300 mm,24.43182648
Plough,10 mulch rate,300 mm,37.42602572
Plough,10 mulch rate,300 mm,10.17426182
Plough,10 mulch rate,300 mm,19.43093645
Plough,10 mulch rate,300 mm,20.10270368
Plough,10 mulch rate,300 mm,30.51162166
Plough,10 mulch rate,300 mm,18.46828283
Plough,10 mulch rate,300 mm,19.6407358
Plough,10 mulch rate,300 mm,33.77506971
Plough,10 mulch rate,300 mm,6.372584034
Plough,10 mulch rate,300 mm,8.622006352
Plough,10 mulch rate,300 mm,19.80911836
Plough,10 mulch rate,600 mm,72.65208142
Plough,10 mulch rate,600 mm,71.57263763
Plough,10 mulch rate,600 mm,44.70855415
Plough,10 mulch rate,600 mm,84.73557863
Plough,10 mulch rate,600 mm,27.7473446
Plough,10 mulch rate,600 mm,31.81839798
Plough,10 mulch rate,600 mm,39.21197875
Plough,10 mulch rate,600 mm,73.09468432
Plough,10 mulch rate,600 mm,53.40351701
Plough,10 mulch rate,600 mm,51.53712347
Plough,10 mulch rate,600 mm,73.8936682
Plough,10 mulch rate,600 mm,25.45599259
Plough,10 mulch rate,600 mm,43.60278666
Plough,10 mulch rate,600 mm,61.44490123
Plough,10 mulch rate,600 mm,61.26827854
Plough,10 mulch rate,600 mm,45.59539322
Plough,10 mulch rate,600 mm,47.47460882
Plough,10 mulch rate,600 mm,67.59793302
Plough,10 mulch rate,600 mm,24.98502435
Plough,10 mulch rate,600 mm,28.91840854
